,text,primary_emotion,secondary_emotions,meta_emotions,sentiment,interaction_style,intensity,context,clean_text
104,"As I sat at the window watching the rain, I couldn’t shake the feeling of melancholy that crept in, as if the weather mirrored the heaviness in my heart, weighed down by unspoken regrets.",Melancholy,"['Sadness', 'Regret']","['Reflection on missed opportunities', 'Loneliness in solitude']",Negative,Reflective,8,Self-Reflection (Regret),sat window watching rain shake feeling melancholy crept weather mirrored heaviness heart weighed unspoken regret
105,"The laughter of my friends echoed in the distance, and as I watched them enjoy the moment, I felt a deep sense of fulfillment and joy, realizing how much these simple moments with them meant to me.",Joy,"['Contentment', 'Gratitude']","['Appreciation for friendship', 'Satisfaction from shared happiness']",Positive,Supportive,9,Relationships (Friendship),laughter friend echoed distance watched enjoy moment felt deep sense fulfillment joy realizing much simple moment meant
106,"During the meeting, as my proposal was finally accepted, a wave of relief washed over me, accompanied by an unexpected surge of pride for pushing through despite the challenges.",Relief,"['Pride', 'Excitement']","['Satisfaction with hard work', 'Confidence about future opportunities']",Positive,Assertive,9,Career (Achievement),meeting proposal finally accepted wave relief washed accompanied unexpected surge pride pushing despite challenge
107,"As the last chapter of the novel came to an end, I was filled with a deep sense of bittersweetness, knowing I would miss the characters but content with the journey I had shared with them.",Bittersweetness,"['Nostalgia', 'Satisfaction']","['Reflection on storytelling', 'Contentment with closure']",Mixed,Reflective,8,Creativity (Literature),last chapter novel came end filled deep sense bittersweetness knowing would miss character content journey shared
108,"When I lost my childhood pet, the grief felt almost unbearable, but as I remembered the joy they brought into my life, a sense of gratitude and love for the time we had together gently emerged.",Grief,"['Love', 'Nostalgia']","['Sorrow for loss', 'Appreciation for companionship']",Mixed,Reflective,9,Relationships (Pets),lost childhood pet grief felt almost unbearable remembered joy brought life sense gratitude love time together gently emerged
109,"The moment I was offered the job I had worked so hard for, I felt an overwhelming sense of excitement and accomplishment, knowing that this was the start of something bigger than I had ever imagined.",Excitement,"['Pride', 'Anticipation']","['Confidence in future success', 'Gratitude for the opportunity']",Positive,Assertive,10,Career (Success),moment offered job worked hard felt overwhelming sense excitement accomplishment knowing start something bigger ever imagined
110,"Walking through the old neighborhood, the familiar sights and smells brought a flood of nostalgia, and for a brief moment, I was transported back to my younger, carefree days.",Nostalgia,"['Joy', 'Sadness']","['Reflection on youth', 'Longing for simpler times']",Mixed,Reflective,8,Memory (Childhood),walking old neighborhood familiar sight smell brought flood nostalgia brief moment transported back younger carefree day
111,"As I held my newborn child for the first time, an overwhelming surge of love and protectiveness filled my heart, and I realized just how much my life had changed in that single moment.",Love,"['Joy', 'Protectiveness']","['Happiness about new life', 'Commitment to parenthood']",Positive,Supportive,10,Family (Parenthood),held newborn child first time overwhelming surge love protectiveness filled heart realized much life changed single moment
112,"Standing in front of the mirror after the makeover, I couldn't help but feel a rush of excitement and self-appreciation. It was a reflection of how far I'd come, not just in appearance but in my own self-esteem.",Excitement,"['Pride', 'Appreciation']","['Confidence in personal transformation', 'Gratitude for self-growth']",Positive,Supportive,9,Self-Reflection (Transformation),standing front mirror makeover could n't help feel rush excitement self appreciation reflection far 'd come not NOT_appearance NOT_self NOT_esteem
113,"When my partner proposed, a flood of emotions washed over me—overwhelming joy, love, and a deep sense of responsibility for the future we were about to build together.",Joy,"['Love', 'Excitement']","['Anticipation about marriage', 'Appreciation for shared commitment']",Positive,Supportive,10,Relationships (Romantic),partner proposed flood emotion washed overwhelming joy love deep sense responsibility future build together
114,"After months of difficult conversations, when my friend apologized for their actions, I felt an unexpected mix of relief and gratitude, knowing that our bond had endured despite the tension.",Relief,"['Gratitude', 'Forgiveness']","['Pride in resolving conflict', 'Satisfaction in restoring trust']",Positive,Supportive,8,Relationships (Friendship),month difficult conversation friend apologized action felt unexpected mix relief gratitude knowing bond endured despite tension
115,"As the first snowflake fell and the world seemed to quiet down, I felt a deep sense of serenity wash over me. It was a moment of calm amidst the chaos of life, reminding me to take a step back and breathe.",Serenity,"['Peace', 'Gratitude']","['Reflection on the simplicity of nature', 'Relief from stress']",Positive,Reflective,9,Nature (Seasonal),first snowflake fell world seemed quiet felt deep sense serenity wash moment calm amidst chaos life reminding take step back breathe
116,"When I saw the final results of my hard work, the feeling of accomplishment was undeniable. Yet, there was also a tinge of uncertainty about what the next step would hold, even as I basked in the glory of success.",Pride,"['Relief', 'Uncertainty']","['Satisfaction with the journey', 'Curiosity about the future']",Mixed,Conflicted,8,Career (Achievement),saw final result hard work feeling accomplishment undeniable yet also tinge uncertainty next step would hold even basked glory success
117,"During the family reunion, as my cousin shared their journey through a difficult time, I felt a mixture of admiration for their strength and a deep sense of sadness for their pain.",Admiration,"['Sadness', 'Compassion']","['Empathy for their struggle', 'Gratitude for their vulnerability']",Mixed,Supportive,8,Family (Healing),family reunion cousin shared journey difficult time felt mixture admiration strength deep sense sadness pain
118,"After hearing the news of the environmental disaster, I felt an overwhelming wave of fear for the future, coupled with frustration at the lack of progress in addressing the crisis.",Fear,"['Frustration', 'Sadness']","['Helplessness about change', 'Anger at the inaction']",Negative,Assertive,9,Society (Environmental Issues),hearing news environmental disaster felt overwhelming wave fear future coupled frustration lack progress addressing crisis
119,"As the concert ended and the audience erupted into applause, I felt a rush of exhilaration and pride. It was a moment where everything clicked—the performance, the crowd, and my passion for the art.",Exhilaration,"['Pride', 'Gratitude']","['Satisfaction from hard work', 'Connection to the audience']",Positive,Assertive,10,Performance (Music),concert ended audience erupted applause felt rush exhilaration pride moment everything clicked performance crowd passion art
120,"The last time I spoke to my grandmother, I felt a mix of love, nostalgia, and regret, knowing that those conversations were now memories, forever cherished but no longer possible.",Nostalgia,"['Love', 'Regret']","['Appreciation for the moments shared', 'Sadness about missed chances']",Mixed,Reflective,8,Family (Loss),last time spoke grandmother felt mix love nostalgia regret knowing conversation memory forever cherished no NOT_longer NOT_possible
121,"As I watched the sunset over the city, I was filled with a deep sense of peace, knowing that tomorrow was another chance to make progress on the dreams I've worked so hard for.",Hope,"['Peace', 'Anticipation']","['Optimism about the future', 'Gratitude for the present moment']",Positive,Reflective,9,Nature (Evening),watched sunset city filled deep sense peace knowing tomorrow another chance make progress dream 've worked hard
